age,wave,gender,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
28,6,male,27,1,0,4,4,16.67,16.67,16.67,16.67,16.67,16.67,5,8,8,8,7,7,20.83,20.83,16.67,16.67,6.25,18.75,7,9,8,8,6,8,7,7,7,7,8,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,0.05,4,NA,2,7,7,1,0
28,6,male,24,4,0,4,4,12.77,19.15,17.02,17.02,14.89,19.15,5,6,5,7,5,6,20.83,20.83,16.67,16.67,6.25,18.75,7,9,8,8,6,6,10,9,9,6,5,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,0.19,4,NA,2,8,8,0,0
28,6,male,23,5,0,4,4,6.67,20,20,17.78,20,15.56,6,5,6,5,6,4,20.83,20.83,16.67,16.67,6.25,18.75,7,9,8,8,6,7,8,8,7,6,5,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,-0.1,4,NA,2,7,7,0,0
28,6,male,26,2,0,4,4,18.18,22.73,18.18,13.64,13.64,13.64,7,NA,NA,8,8,NA,20.83,20.83,16.67,16.67,6.25,18.75,7,9,8,8,6,8,9,8,8,6,5,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,-0.01,4,NA,2,8,8,0,1
28,6,male,NA,28,0,4,4,NA,NA,NA,NA,NA,NA,6,8,8,8,8,8,20.83,20.83,16.67,16.67,6.25,18.75,7,9,8,8,6,3,7,8,4,8,4,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,NA,4,NA,2,4,7,0,0
24,7,female,23,1,1,1,4,19.05,19.05,19.05,19.05,9.52,14.29,10,8,8,7,7,5,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,4,5,6,4,6,4,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,0.35,7,NA,NA,4,9,0,0
24,7,female,28,4,1,1,4,15.91,20.45,20.45,20.45,11.36,11.36,7,7,7,6,NA,4,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,5,10,9,8,7,5,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.57,7,NA,NA,9,9,0,1
24,7,female,29,5,0,1,4,16,18,18,18,14,16,6,9,8,7,9,NA,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,8,8,8,8,10,6,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.15,7,NA,NA,8,7,0,0
24,7,female,22,2,1,1,4,16.67,18.75,18.75,18.75,18.75,8.33,8,7,8,7,6,4,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,10,10,9,8,8,7,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.01,7,NA,NA,9,8,0,0
24,7,female,27,3,0,1,4,15.22,15.22,19.57,17.39,13.04,19.57,6,7,7,6,6,5,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,8,10,9,8,8,5,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.24,7,NA,NA,8,6,1,0
24,7,female,26,2,1,1,4,12,20,20,20,16,12,7,7,7,5,6,5,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,6,8,8,8,8,7,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.43,7,NA,NA,8,10,1,0
24,7,female,27,3,1,1,4,20.51,23.08,20.51,17.95,2.56,15.38,8,7,9,7,NA,NA,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,8,9,10,8,5,6,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.59,7,NA,NA,7,6,0,0
24,7,female,30,6,1,1,4,16.67,12.5,20.83,18.75,12.5,18.75,8,8,9,7,8,6,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,6,8,7,6,5,7,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.4,7,NA,NA,7,2,0,0
24,7,female,26,2,0,1,4,27.78,19.44,19.44,27.78,2.78,2.78,4,4,8,4,NA,NA,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,8,6,6,8,9,5,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.21,7,NA,NA,5,5,0,0
24,7,female,23,1,1,1,4,18.6,13.95,18.6,16.28,16.28,16.28,7,6,7,6,4,4,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,8,8,8,8,8,8,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.63,7,NA,NA,8,8,0,1
24,7,female,23,1,0,1,4,11.11,17.78,17.78,17.78,17.78,17.78,8,8,7,7,7,8,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,6,9,9,10,9,10,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.5,7,NA,NA,10,10,0,1
24,7,female,28,4,1,1,4,17.78,20,17.78,15.56,15.56,13.33,8,8,9,8,7,8,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,10,10,10,10,10,10,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.59,7,NA,NA,10,9,0,1
24,7,female,28,4,0,1,4,16.28,20.93,18.6,18.6,13.95,11.63,7,7,7,7,5,7,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,4,7,7,9,8,7,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.27,7,NA,NA,9,10,0,0
24,7,female,29,5,1,1,4,19.57,10.87,19.57,19.57,19.57,10.87,7,8,9,9,8,7,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,4,10,9,5,6,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.36,7,NA,NA,7,10,0,1
24,7,female,27,3,1,1,4,17.78,17.78,22.22,20,15.56,6.67,8,7,6,7,7,6,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,8,7,8,8,8,8,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,0.04,7,NA,NA,8,8,0,1
24,7,female,22,2,1,1,4,18.37,18.37,20.41,20.41,16.33,6.12,8,7,7,7,5,5,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,6,4,8,9,9,9,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.21,7,NA,NA,8,7,0,1
33,7,female,23,10,1,6,2,19.05,19.05,19.05,19.05,9.52,14.29,6,8,9,6,8,7,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,5,6,8,6,7,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.34,6,NA,3,5,5,0,0
33,7,female,28,5,1,6,2,15.91,20.45,20.45,20.45,11.36,11.36,5,7,7,5,4,4,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,4,6,8,5,NA,5,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.55,6,NA,3,5,5,0,0
33,7,female,29,4,0,6,2,16,18,18,18,14,16,4,9,7,5,8,3,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,5,5,7,8,7,4,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.01,6,NA,3,5,5,0,0
33,7,female,22,11,1,6,2,16.67,18.75,18.75,18.75,18.75,8.33,5,10,8,5,10,6,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,5,6,8,9,8,6,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,-0.15,6,NA,3,8,5,0,0
33,7,female,27,6,0,6,2,15.22,15.22,19.57,17.39,13.04,19.57,3,6,6,2,7,2,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,6,7,9,8,9,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.58,6,NA,3,7,4,0,0
33,7,female,26,7,1,6,2,12,20,20,20,16,12,5,8,7,6,6,4,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,9,8,9,8,9,8,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.61,6,NA,3,8,6,1,0
33,7,female,27,6,1,6,2,20.51,23.08,20.51,17.95,2.56,15.38,4,9,9,5,NA,NA,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,8,7,9,8,8,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.47,6,NA,3,8,5,0,0
33,7,female,30,3,1,6,2,16.67,12.5,20.83,18.75,12.5,18.75,6,9,9,6,8,4,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,10,9,9,10,6,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.54,6,NA,3,9,6,0,0
33,7,female,26,7,0,6,2,27.78,19.44,19.44,27.78,2.78,2.78,3,7,7,5,NA,NA,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,9,8,9,8,8,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.22,6,NA,3,8,5,0,0
33,7,female,23,10,1,6,2,18.6,13.95,18.6,16.28,16.28,16.28,3,7,6,4,5,2,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,5,6,7,6,4,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.13,6,NA,3,5,5,0,0
33,7,female,23,10,0,6,2,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,6,6,6,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,7,8,9,9,9,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.33,6,NA,3,7,5,0,0
33,7,female,28,5,1,6,2,17.78,20,17.78,15.56,15.56,13.33,7,9,9,8,8,8,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,8,9,9,8,8,8,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.27,6,NA,3,8,5,0,0
33,7,female,28,5,0,6,2,16.28,20.93,18.6,18.6,13.95,11.63,5,7,7,5,7,3,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,5,5,9,6,7,8,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.55,6,NA,3,4,5,0,0
33,7,female,29,4,1,6,2,19.57,10.87,19.57,19.57,19.57,10.87,5,8,9,6,7,9,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,8,9,9,7,8,8,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,0.34,6,NA,3,9,8,0,0
33,7,female,27,6,1,6,2,17.78,17.78,22.22,20,15.56,6.67,NA,8,9,2,8,1,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,8,8,9,8,8,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,-0.01,6,NA,3,9,8,0,0
33,7,female,22,11,1,6,2,18.37,18.37,20.41,20.41,16.33,6.12,4,6,5,4,5,5,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,7,5,8,9,8,NA,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,-0.03,6,NA,3,7,5,0,0
23,7,female,23,0,1,5,2,19.05,19.05,19.05,19.05,9.52,14.29,9,9,9,7,7,8,16,16,16,18,18,16,7,8,8,9,9,4,6,7,4,7,4,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,-0.4,5,NA,NA,4,7,0,0
23,7,female,28,5,1,5,2,15.91,20.45,20.45,20.45,11.36,11.36,8,8,8,8,7,9,16,16,16,18,18,16,7,8,8,9,9,4,7,8,5,7,4,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.32,5,NA,NA,4,8,0,0
23,7,female,29,6,0,5,2,16,18,18,18,14,16,6,8,9,9,9,7,16,16,16,18,18,16,7,8,8,9,9,7,8,8,8,8,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.64,5,NA,NA,7,7,0,0
23,7,female,22,1,1,5,2,16.67,18.75,18.75,18.75,18.75,8.33,6,8,10,9,3,1,16,16,16,18,18,16,7,8,8,9,9,8,8,8,10,7,9,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.44,5,NA,NA,9,5,1,0
23,7,female,27,4,0,5,2,15.22,15.22,19.57,17.39,13.04,19.57,8,7,7,7,7,5,16,16,16,18,18,16,7,8,8,9,9,7,7,8,8,7,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.28,5,NA,NA,9,5,1,1
23,7,female,26,3,1,5,2,12,20,20,20,16,12,8,8,8,6,6,5,16,16,16,18,18,16,7,8,8,9,9,6,7,7,8,7,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.14,5,NA,NA,7,8,0,0
23,7,female,27,4,1,5,2,20.51,23.08,20.51,17.95,2.56,15.38,7,7,9,7,6,5,16,16,16,18,18,16,7,8,8,9,9,8,8,7,7,6,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.27,5,NA,NA,8,0,0,0
23,7,female,30,7,1,5,2,16.67,12.5,20.83,18.75,12.5,18.75,7,8,10,8,7,6,16,16,16,18,18,16,7,8,8,9,9,7,6,6,5,6,5,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.01,5,NA,NA,6,8,0,0
23,7,female,26,3,0,5,2,27.78,19.44,19.44,27.78,2.78,2.78,7,7,9,9,NA,NA,16,16,16,18,18,16,7,8,8,9,9,7,8,8,7,7,6,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.53,5,NA,NA,7,8,0,0
23,7,female,23,0,1,5,2,18.6,13.95,18.6,16.28,16.28,16.28,4,6,5,4,5,6,16,16,16,18,18,16,7,8,8,9,9,6,7,8,7,7,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.38,5,NA,NA,6,6,0,0
23,7,female,23,0,0,5,2,11.11,17.78,17.78,17.78,17.78,17.78,8,8,8,8,8,8,16,16,16,18,18,16,7,8,8,9,9,5,5,6,6,5,5,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.03,5,NA,NA,5,8,1,0
23,7,female,28,5,1,5,2,17.78,20,17.78,15.56,15.56,13.33,8,7,8,9,7,9,16,16,16,18,18,16,7,8,8,9,9,7,7,8,8,6,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.55,5,NA,NA,7,6,1,0
23,7,female,28,5,0,5,2,16.28,20.93,18.6,18.6,13.95,11.63,NA,NA,NA,NA,NA,NA,16,16,16,18,18,16,7,8,8,9,9,5,7,8,6,7,5,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,-0.06,5,NA,NA,5,7,1,0
23,7,female,29,6,1,5,2,19.57,10.87,19.57,19.57,19.57,10.87,8,9,9,9,8,10,16,16,16,18,18,16,7,8,8,9,9,5,7,8,7,7,6,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.45,5,NA,NA,6,8,0,0
23,7,female,27,4,1,5,2,17.78,17.78,22.22,20,15.56,6.67,4,7,8,5,6,4,16,16,16,18,18,16,7,8,8,9,9,5,8,7,7,8,7,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.52,5,NA,NA,7,9,0,0
23,7,female,22,1,1,5,2,18.37,18.37,20.41,20.41,16.33,6.12,5,7,6,6,6,5,16,16,16,18,18,16,7,8,8,9,9,6,7,8,6,7,6,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,0.72,5,NA,NA,6,8,0,0
24,7,female,23,1,1,9,7,19.05,19.05,19.05,19.05,9.52,14.29,9,8,9,7,7,8,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,7,10,10,7,9,8,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.42,5,NA,2,8,5,0,0
24,7,female,28,4,1,9,7,15.91,20.45,20.45,20.45,11.36,11.36,8,8,8,7,7,9,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,7,10,10,10,10,8,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.68,5,NA,2,8,5,0,0
24,7,female,29,5,0,9,7,16,18,18,18,14,16,4,8,9,4,10,3,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,8,10,7,10,7,5,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,-0.18,5,NA,2,7,5,0,0
24,7,female,22,2,1,9,7,16.67,18.75,18.75,18.75,18.75,8.33,6,8,10,7,5,3,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,10,9,9,9,8,7,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,-0.29,5,NA,2,9,1,1,0
24,7,female,27,3,0,9,7,15.22,15.22,19.57,17.39,13.04,19.57,5,6,7,7,6,5,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,9,9,9,8,9,8,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.34,5,NA,2,8,1,1,0
24,7,female,26,2,1,9,7,12,20,20,20,16,12,6,7,6,8,5,3,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,9,9,8,7,9,7,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.39,5,NA,2,9,5,0,0
24,7,female,27,3,1,9,7,20.51,23.08,20.51,17.95,2.56,15.38,4,8,9,8,NA,7,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,9,10,10,9,8,9,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.06,5,NA,2,9,5,0,0
24,7,female,30,6,1,9,7,16.67,12.5,20.83,18.75,12.5,18.75,6,8,9,6,8,5,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,8,8,7,7,5,4,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.72,5,NA,2,2,5,0,0
24,7,female,26,2,0,9,7,27.78,19.44,19.44,27.78,2.78,2.78,5,7,7,6,NA,NA,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,7,7,7,7,7,4,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.04,5,NA,2,3,1,0,0
24,7,female,23,1,1,9,7,18.6,13.95,18.6,16.28,16.28,16.28,2,6,6,4,5,5,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,10,9,9,8,7,4,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,-0.2,5,NA,2,8,1,0,0
24,7,female,23,1,0,9,7,11.11,17.78,17.78,17.78,17.78,17.78,7,7,7,7,7,7,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,6,9,8,8,7,10,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.11,5,NA,2,8,1,0,0
24,7,female,28,4,1,9,7,17.78,20,17.78,15.56,15.56,13.33,7,9,9,8,9,8,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,9,7,9,7,7,5,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,-0.11,5,NA,2,7,1,1,0
24,7,female,28,4,0,9,7,16.28,20.93,18.6,18.6,13.95,11.63,6,7,6,6,6,8,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,8,10,9,7,7,10,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.7,5,NA,2,9,5,0,0
24,7,female,29,5,1,9,7,19.57,10.87,19.57,19.57,19.57,10.87,6,8,9,5,8,3,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,9,9,9,7,8,5,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.38,5,NA,2,8,5,0,0
24,7,female,27,3,1,9,7,17.78,17.78,22.22,20,15.56,6.67,2,7,9,2,4,2,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,9,9,9,7,8,7,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,-0.25,5,NA,2,9,5,0,0
24,7,female,22,2,1,9,7,18.37,18.37,20.41,20.41,16.33,6.12,4,6,6,5,5,5,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,8,10,10,10,10,10,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,-0.5,5,NA,2,10,6,0,0
36,7,female,23,13,1,1,7,19.05,19.05,19.05,19.05,9.52,14.29,8,9,8,7,7,8,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,4,6,8,NA,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.26,5,NA,NA,4,3,0,0
36,7,female,28,8,1,1,7,15.91,20.45,20.45,20.45,11.36,11.36,6,8,8,5,6,NA,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,5,7,10,8,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.68,5,NA,NA,7,5,0,0
36,7,female,29,7,0,1,7,16,18,18,18,14,16,5,8,NA,6,7,NA,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,8,10,7,8,8,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,-0.04,5,NA,NA,7,8,0,0
36,7,female,22,14,1,1,7,16.67,18.75,18.75,18.75,18.75,8.33,5,6,7,4,5,5,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,6,8,8,NA,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,-0.15,5,NA,NA,6,3,0,0
36,7,female,27,9,0,1,7,15.22,15.22,19.57,17.39,13.04,19.57,4,6,8,3,6,3,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,5,5,10,NA,8,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.3,5,NA,NA,5,2,0,0
36,7,female,26,10,1,1,7,12,20,20,20,16,12,5,8,7,6,7,7,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,6,8,8,8,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.64,5,NA,NA,6,3,0,0
36,7,female,27,9,1,1,7,20.51,23.08,20.51,17.95,2.56,15.38,9,10,10,8,8,8,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,10,9,10,10,8,8,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.32,5,NA,NA,10,10,1,1
36,7,female,30,6,1,1,7,16.67,12.5,20.83,18.75,12.5,18.75,8,7,9,7,7,7,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,8,8,7,NA,NA,7,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.82,5,NA,NA,6,3,0,0
36,7,female,26,10,0,1,7,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,NA,NA,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,5,8,6,6,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.24,5,NA,NA,6,5,0,0
36,7,female,23,13,1,1,7,18.6,13.95,18.6,16.28,16.28,16.28,3,6,8,2,5,3,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,5,7,8,7,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.04,5,NA,NA,6,3,0,0
36,7,female,23,13,0,1,7,11.11,17.78,17.78,17.78,17.78,17.78,4,6,7,6,6,3,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,6,8,10,NA,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.13,5,NA,NA,6,3,0,0
36,7,female,28,8,1,1,7,17.78,20,17.78,15.56,15.56,13.33,7,8,9,7,8,7,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,8,8,8,8,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.01,5,NA,NA,7,4,0,0
36,7,female,28,8,0,1,7,16.28,20.93,18.6,18.6,13.95,11.63,5,7,7,6,6,5,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,6,8,8,NA,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.74,5,NA,NA,6,3,0,0
36,7,female,29,7,1,1,7,19.57,10.87,19.57,19.57,19.57,10.87,6,8,9,6,7,7,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,8,8,8,7,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,0.55,5,NA,NA,7,6,0,0
36,7,female,27,9,1,1,7,17.78,17.78,22.22,20,15.56,6.67,1,4,5,1,3,1,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,8,8,8,7,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,-0.29,5,NA,NA,6,4,0,0
36,7,female,22,14,1,1,7,18.37,18.37,20.41,20.41,16.33,6.12,5,6,5,5,5,4,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,6,8,8,8,NA,NA,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,-0.21,5,NA,NA,5,3,0,0
26,7,female,23,3,0,3,3,19.05,19.05,19.05,19.05,9.52,14.29,9,7,7,9,8,6,18,18,20,18,16,10,8,7,8,9,7,5,5,8,5,5,5,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,-0.15,5,NA,7,5,4,0,0
26,7,female,28,2,0,3,3,15.91,20.45,20.45,20.45,11.36,11.36,6,6,6,6,6,3,18,18,20,18,16,10,8,7,8,9,7,5,6,8,5,5,4,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.55,5,NA,7,5,4,0,0
26,7,female,29,3,0,3,3,16,18,18,18,14,16,8,10,9,8,8,7,18,18,20,18,16,10,8,7,8,9,7,8,6,7,8,9,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.25,5,NA,7,8,10,1,1
26,7,female,22,4,0,3,3,16.67,18.75,18.75,18.75,18.75,8.33,7,8,9,10,6,6,18,18,20,18,16,10,8,7,8,9,7,7,6,7,6,6,5,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.17,5,NA,7,6,6,0,0
26,7,female,27,1,1,3,3,15.22,15.22,19.57,17.39,13.04,19.57,5,7,7,8,7,5,18,18,20,18,16,10,8,7,8,9,7,5,6,6,6,5,4,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.11,5,NA,7,5,5,0,0
26,7,female,26,0,0,3,3,12,20,20,20,16,12,7,9,7,8,7,8,18,18,20,18,16,10,8,7,8,9,7,7,8,8,7,7,8,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.51,5,NA,7,8,6,0,0
26,7,female,27,1,0,3,3,20.51,23.08,20.51,17.95,2.56,15.38,9,6,6,8,6,5,18,18,20,18,16,10,8,7,8,9,7,6,8,8,6,6,5,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,0.5,5,NA,7,5,5,0,0
